"CONTA_SUPERIOR","CLASSE_CONTABIL","BK_CONTA11","BK_CONTA10","BK_CONTA9","BK_CONTA8","BK_CONTA7","BK_CONTA6","BK_CONTA5","BK_CONTA4","BK_CONTA3","BK_CONTA2","BK_CONTA1","CT1_DESC01_11","CT1_DESC01_10","CT1_DESC01_9","CT1_DESC01_8","CT1_DESC01_7","CT1_DESC01_6","CT1_DESC01_5","CT1_DESC01_4","CT1_DESC01_3","CT1_DESC01_2","CT1_DESC01_1","CT1_CONTA_11","CT1_CONTA_10","CT1_CONTA_9","CT1_CONTA_8","CT1_CONTA_7","CT1_CONTA_6","CT1_CONTA_5","CT1_CONTA_4","CT1_CONTA_3","CT1_CONTA_2","CT1_CONTA_1","BK_AK5_CODIGO5"
"41061               ","2","P |01|CT1200||41061010","P |01|CT1200||41061010","P |01|CT1200||41061010","P |01|CT1200||41061010","P |01|CT1200||41061010","P |01|CT1200||41061010","P |01|CT1200||41061010","P |01|CT1200||41061","P |01|CT1200||4106","P |01|CT1200||41","P |01|CT1200||4","ASSESSORIA DE IMPRENSA                  ","ASSESSORIA DE IMPRENSA                  ","ASSESSORIA DE IMPRENSA                  ","ASSESSORIA DE IMPRENSA                  ","ASSESSORIA DE IMPRENSA                  ","ASSESSORIA DE IMPRENSA                  ","ASSESSORIA DE IMPRENSA                  ","MARKETING                               ","DESPESAS DE MARKETING                   ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41061010            ","41061010            ","41061010            ","41061010            ","41061010            ","41061010            ","41061010            ","41061               ","4106                ","41                  ","4                   ","P |01|AK5200||20602"
"41062               ","2","P |01|CT1200||41062013","P |01|CT1200||41062013","P |01|CT1200||41062013","P |01|CT1200||41062013","P |01|CT1200||41062013","P |01|CT1200||41062013","P |01|CT1200||41062013","P |01|CT1200||41062","P |01|CT1200||4106","P |01|CT1200||41","P |01|CT1200||4","ASSESSORIA/IMPRENSA                     ","ASSESSORIA/IMPRENSA                     ","ASSESSORIA/IMPRENSA                     ","ASSESSORIA/IMPRENSA                     ","ASSESSORIA/IMPRENSA                     ","ASSESSORIA/IMPRENSA                     ","ASSESSORIA/IMPRENSA                     ","EVENTOS                                 ","DESPESAS DE MARKETING                   ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41062013            ","41062013            ","41062013            ","41062013            ","41062013            ","41062013            ","41062013            ","41062               ","4106                ","41                  ","4                   ","P |01|AK5200||20601"
"4107                ","1","P |01|CT1200||41072","P |01|CT1200||41072","P |01|CT1200||41072","P |01|CT1200||41072","P |01|CT1200||41072","P |01|CT1200||41072","P |01|CT1200||41072","P |01|CT1200||41072","P |01|CT1200||4107","P |01|CT1200||41","P |01|CT1200||4","DESPESAS COM VIAGENS                    ","DESPESAS COM VIAGENS                    ","DESPESAS COM VIAGENS                    ","DESPESAS COM VIAGENS                    ","DESPESAS COM VIAGENS                    ","DESPESAS COM VIAGENS                    ","DESPESAS COM VIAGENS                    ","DESPESAS COM VIAGENS                    ","DESPESAS DE VIAGENS                     ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41072               ","41072               ","41072               ","41072               ","41072               ","41072               ","41072               ","41072               ","4107                ","41                  ","4                   ","P |01|AK5200||"
"41072               ","2","P |01|CT1200||41072001","P |01|CT1200||41072001","P |01|CT1200||41072001","P |01|CT1200||41072001","P |01|CT1200||41072001","P |01|CT1200||41072001","P |01|CT1200||41072001","P |01|CT1200||41072","P |01|CT1200||4107","P |01|CT1200||41","P |01|CT1200||4","VIAGENS                                 ","VIAGENS                                 ","VIAGENS                                 ","VIAGENS                                 ","VIAGENS                                 ","VIAGENS                                 ","VIAGENS                                 ","DESPESAS COM VIAGENS                    ","DESPESAS DE VIAGENS                     ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41072001            ","41072001            ","41072001            ","41072001            ","41072001            ","41072001            ","41072001            ","41072               ","4107                ","41                  ","4                   ","P |01|AK5200||20501"
"41072               ","2","P |01|CT1200||41072012","P |01|CT1200||41072012","P |01|CT1200||41072012","P |01|CT1200||41072012","P |01|CT1200||41072012","P |01|CT1200||41072012","P |01|CT1200||41072012","P |01|CT1200||41072","P |01|CT1200||4107","P |01|CT1200||41","P |01|CT1200||4","VEICULOS LOCADO                         ","VEICULOS LOCADO                         ","VEICULOS LOCADO                         ","VEICULOS LOCADO                         ","VEICULOS LOCADO                         ","VEICULOS LOCADO                         ","VEICULOS LOCADO                         ","DESPESAS COM VIAGENS                    ","DESPESAS DE VIAGENS                     ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41072012            ","41072012            ","41072012            ","41072012            ","41072012            ","41072012            ","41072012            ","41072               ","4107                ","41                  ","4                   ","P |01|AK5200||20501"
"4108                ","1","P |01|CT1200||41081","P |01|CT1200||41081","P |01|CT1200||41081","P |01|CT1200||41081","P |01|CT1200||41081","P |01|CT1200||41081","P |01|CT1200||41081","P |01|CT1200||41081","P |01|CT1200||4108","P |01|CT1200||41","P |01|CT1200||4","DESPESAS COM RH                         ","DESPESAS COM RH                         ","DESPESAS COM RH                         ","DESPESAS COM RH                         ","DESPESAS COM RH                         ","DESPESAS COM RH                         ","DESPESAS COM RH                         ","DESPESAS COM RH                         ","DESPESAS COM RH                         ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41081               ","41081               ","41081               ","41081               ","41081               ","41081               ","41081               ","41081               ","4108                ","41                  ","4                   ","P |01|AK5200||"
"41081               ","2","P |01|CT1200||41081001","P |01|CT1200||41081001","P |01|CT1200||41081001","P |01|CT1200||41081001","P |01|CT1200||41081001","P |01|CT1200||41081001","P |01|CT1200||41081001","P |01|CT1200||41081","P |01|CT1200||4108","P |01|CT1200||41","P |01|CT1200||4","TREINAMENTOS INTERNOS                   ","TREINAMENTOS INTERNOS                   ","TREINAMENTOS INTERNOS                   ","TREINAMENTOS INTERNOS                   ","TREINAMENTOS INTERNOS                   ","TREINAMENTOS INTERNOS                   ","TREINAMENTOS INTERNOS                   ","DESPESAS COM RH                         ","DESPESAS COM RH                         ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41081001            ","41081001            ","41081001            ","41081001            ","41081001            ","41081001            ","41081001            ","41081               ","4108                ","41                  ","4                   ","P |01|AK5200||22039"
"41081               ","2","P |01|CT1200||41081002","P |01|CT1200||41081002","P |01|CT1200||41081002","P |01|CT1200||41081002","P |01|CT1200||41081002","P |01|CT1200||41081002","P |01|CT1200||41081002","P |01|CT1200||41081","P |01|CT1200||4108","P |01|CT1200||41","P |01|CT1200||4","ENDOMARKETING                           ","ENDOMARKETING                           ","ENDOMARKETING                           ","ENDOMARKETING                           ","ENDOMARKETING                           ","ENDOMARKETING                           ","ENDOMARKETING                           ","DESPESAS COM RH                         ","DESPESAS COM RH                         ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41081002            ","41081002            ","41081002            ","41081002            ","41081002            ","41081002            ","41081002            ","41081               ","4108                ","41                  ","4                   ","P |01|AK5200||22042"
"41081               ","2","P |01|CT1200||41081003","P |01|CT1200||41081003","P |01|CT1200||41081003","P |01|CT1200||41081003","P |01|CT1200||41081003","P |01|CT1200||41081003","P |01|CT1200||41081003","P |01|CT1200||41081","P |01|CT1200||4108","P |01|CT1200||41","P |01|CT1200||4","CONTRATACAO/DIVULGACAO DE VAGA          ","CONTRATACAO/DIVULGACAO DE VAGA          ","CONTRATACAO/DIVULGACAO DE VAGA          ","CONTRATACAO/DIVULGACAO DE VAGA          ","CONTRATACAO/DIVULGACAO DE VAGA          ","CONTRATACAO/DIVULGACAO DE VAGA          ","CONTRATACAO/DIVULGACAO DE VAGA          ","DESPESAS COM RH                         ","DESPESAS COM RH                         ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41081003            ","41081003            ","41081003            ","41081003            ","41081003            ","41081003            ","41081003            ","41081               ","4108                ","41                  ","4                   ","P |01|AK5200||22041"
"41081               ","2","P |01|CT1200||41081004","P |01|CT1200||41081004","P |01|CT1200||41081004","P |01|CT1200||41081004","P |01|CT1200||41081004","P |01|CT1200||41081004","P |01|CT1200||41081004","P |01|CT1200||41081","P |01|CT1200||4108","P |01|CT1200||41","P |01|CT1200||4","DESPESAS ENTRETENIMENTO/ CONFRAT.RH     ","DESPESAS ENTRETENIMENTO/ CONFRAT.RH     ","DESPESAS ENTRETENIMENTO/ CONFRAT.RH     ","DESPESAS ENTRETENIMENTO/ CONFRAT.RH     ","DESPESAS ENTRETENIMENTO/ CONFRAT.RH     ","DESPESAS ENTRETENIMENTO/ CONFRAT.RH     ","DESPESAS ENTRETENIMENTO/ CONFRAT.RH     ","DESPESAS COM RH                         ","DESPESAS COM RH                         ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41081004            ","41081004            ","41081004            ","41081004            ","41081004            ","41081004            ","41081004            ","41081               ","4108                ","41                  ","4                   ","P |01|AK5200||22044"
"41081               ","2","P |01|CT1200||41081005","P |01|CT1200||41081005","P |01|CT1200||41081005","P |01|CT1200||41081005","P |01|CT1200||41081005","P |01|CT1200||41081005","P |01|CT1200||41081005","P |01|CT1200||41081","P |01|CT1200||4108","P |01|CT1200||41","P |01|CT1200||4","MATERIAL APOIO RH                       ","MATERIAL APOIO RH                       ","MATERIAL APOIO RH                       ","MATERIAL APOIO RH                       ","MATERIAL APOIO RH                       ","MATERIAL APOIO RH                       ","MATERIAL APOIO RH                       ","DESPESAS COM RH                         ","DESPESAS COM RH                         ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41081005            ","41081005            ","41081005            ","41081005            ","41081005            ","41081005            ","41081005            ","41081               ","4108                ","41                  ","4                   ","P |01|AK5200||22039"
"41081               ","2","P |01|CT1200||41081006","P |01|CT1200||41081006","P |01|CT1200||41081006","P |01|CT1200||41081006","P |01|CT1200||41081006","P |01|CT1200||41081006","P |01|CT1200||41081006","P |01|CT1200||41081","P |01|CT1200||4108","P |01|CT1200||41","P |01|CT1200||4","CUSTO FORMACAO TRAINEE                  ","CUSTO FORMACAO TRAINEE                  ","CUSTO FORMACAO TRAINEE                  ","CUSTO FORMACAO TRAINEE                  ","CUSTO FORMACAO TRAINEE                  ","CUSTO FORMACAO TRAINEE                  ","CUSTO FORMACAO TRAINEE                  ","DESPESAS COM RH                         ","DESPESAS COM RH                         ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41081006            ","41081006            ","41081006            ","41081006            ","41081006            ","41081006            ","41081006            ","41081               ","4108                ","41                  ","4                   ","P |01|AK5200||22040"
"41081               ","2","P |01|CT1200||41081007","P |01|CT1200||41081007","P |01|CT1200||41081007","P |01|CT1200||41081007","P |01|CT1200||41081007","P |01|CT1200||41081007","P |01|CT1200||41081007","P |01|CT1200||41081","P |01|CT1200||4108","P |01|CT1200||41","P |01|CT1200||4","PROGRAMA DE INCENTIVO QUALIDADE VIDA    ","PROGRAMA DE INCENTIVO QUALIDADE VIDA    ","PROGRAMA DE INCENTIVO QUALIDADE VIDA    ","PROGRAMA DE INCENTIVO QUALIDADE VIDA    ","PROGRAMA DE INCENTIVO QUALIDADE VIDA    ","PROGRAMA DE INCENTIVO QUALIDADE VIDA    ","PROGRAMA DE INCENTIVO QUALIDADE VIDA    ","DESPESAS COM RH                         ","DESPESAS COM RH                         ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41081007            ","41081007            ","41081007            ","41081007            ","41081007            ","41081007            ","41081007            ","41081               ","4108                ","41                  ","4                   ","P |01|AK5200||22043"
"4110                ","1","P |01|CT1200||41101","P |01|CT1200||41101","P |01|CT1200||41101","P |01|CT1200||41101","P |01|CT1200||41101","P |01|CT1200||41101","P |01|CT1200||41101","P |01|CT1200||41101","P |01|CT1200||4110","P |01|CT1200||41","P |01|CT1200||4","SUPRIMENTOS                             ","SUPRIMENTOS                             ","SUPRIMENTOS                             ","SUPRIMENTOS                             ","SUPRIMENTOS                             ","SUPRIMENTOS                             ","SUPRIMENTOS                             ","SUPRIMENTOS                             ","SUPRIMENTOS                             ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41101               ","41101               ","41101               ","41101               ","41101               ","41101               ","41101               ","41101               ","4110                ","41                  ","4                   ","P |01|AK5200||"
"41101               ","2","P |01|CT1200||41101001","P |01|CT1200||41101001","P |01|CT1200||41101001","P |01|CT1200||41101001","P |01|CT1200||41101001","P |01|CT1200||41101001","P |01|CT1200||41101001","P |01|CT1200||41101","P |01|CT1200||4110","P |01|CT1200||41","P |01|CT1200||4","SUPRIMENTOS ESCRITÓRIO                  ","SUPRIMENTOS ESCRITÓRIO                  ","SUPRIMENTOS ESCRITÓRIO                  ","SUPRIMENTOS ESCRITÓRIO                  ","SUPRIMENTOS ESCRITÓRIO                  ","SUPRIMENTOS ESCRITÓRIO                  ","SUPRIMENTOS ESCRITÓRIO                  ","SUPRIMENTOS                             ","SUPRIMENTOS                             ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41101001            ","41101001            ","41101001            ","41101001            ","41101001            ","41101001            ","41101001            ","41101               ","4110                ","41                  ","4                   ","P |01|AK5200||22020"
"41101               ","2","P |01|CT1200||41101002","P |01|CT1200||41101002","P |01|CT1200||41101002","P |01|CT1200||41101002","P |01|CT1200||41101002","P |01|CT1200||41101002","P |01|CT1200||41101002","P |01|CT1200||41101","P |01|CT1200||4110","P |01|CT1200||41","P |01|CT1200||4","UNIFORMES/CRACHAS                       ","UNIFORMES/CRACHAS                       ","UNIFORMES/CRACHAS                       ","UNIFORMES/CRACHAS                       ","UNIFORMES/CRACHAS                       ","UNIFORMES/CRACHAS                       ","UNIFORMES/CRACHAS                       ","SUPRIMENTOS                             ","SUPRIMENTOS                             ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41101002            ","41101002            ","41101002            ","41101002            ","41101002            ","41101002            ","41101002            ","41101               ","4110                ","41                  ","4                   ","P |01|AK5200||22024"
"41101               ","2","P |01|CT1200||41101004","P |01|CT1200||41101004","P |01|CT1200||41101004","P |01|CT1200||41101004","P |01|CT1200||41101004","P |01|CT1200||41101004","P |01|CT1200||41101004","P |01|CT1200||41101","P |01|CT1200||4110","P |01|CT1200||41","P |01|CT1200||4","SUPRIMENTOS PRIMEIROS SOCORROS/FARMACIA ","SUPRIMENTOS PRIMEIROS SOCORROS/FARMACIA ","SUPRIMENTOS PRIMEIROS SOCORROS/FARMACIA ","SUPRIMENTOS PRIMEIROS SOCORROS/FARMACIA ","SUPRIMENTOS PRIMEIROS SOCORROS/FARMACIA ","SUPRIMENTOS PRIMEIROS SOCORROS/FARMACIA ","SUPRIMENTOS PRIMEIROS SOCORROS/FARMACIA ","SUPRIMENTOS                             ","SUPRIMENTOS                             ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41101004            ","41101004            ","41101004            ","41101004            ","41101004            ","41101004            ","41101004            ","41101               ","4110                ","41                  ","4                   ","P |01|AK5200||22023"
"41101               ","2","P |01|CT1200||41101009","P |01|CT1200||41101009","P |01|CT1200||41101009","P |01|CT1200||41101009","P |01|CT1200||41101009","P |01|CT1200||41101009","P |01|CT1200||41101009","P |01|CT1200||41101","P |01|CT1200||4110","P |01|CT1200||41","P |01|CT1200||4","PRODUTOS COPA COZ/LIMPEZA               ","PRODUTOS COPA COZ/LIMPEZA               ","PRODUTOS COPA COZ/LIMPEZA               ","PRODUTOS COPA COZ/LIMPEZA               ","PRODUTOS COPA COZ/LIMPEZA               ","PRODUTOS COPA COZ/LIMPEZA               ","PRODUTOS COPA COZ/LIMPEZA               ","SUPRIMENTOS                             ","SUPRIMENTOS                             ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41101009            ","41101009            ","41101009            ","41101009            ","41101009            ","41101009            ","41101009            ","41101               ","4110                ","41                  ","4                   ","P |01|AK5200||22021"
"41101               ","2","P |01|CT1200||41101010","P |01|CT1200||41101010","P |01|CT1200||41101010","P |01|CT1200||41101010","P |01|CT1200||41101010","P |01|CT1200||41101010","P |01|CT1200||41101010","P |01|CT1200||41101","P |01|CT1200||4110","P |01|CT1200||41","P |01|CT1200||4","SUPRIMENTOS DE INFORMATICA/TELECOMUNICAC","SUPRIMENTOS DE INFORMATICA/TELECOMUNICAC","SUPRIMENTOS DE INFORMATICA/TELECOMUNICAC","SUPRIMENTOS DE INFORMATICA/TELECOMUNICAC","SUPRIMENTOS DE INFORMATICA/TELECOMUNICAC","SUPRIMENTOS DE INFORMATICA/TELECOMUNICAC","SUPRIMENTOS DE INFORMATICA/TELECOMUNICAC","SUPRIMENTOS                             ","SUPRIMENTOS                             ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41101010            ","41101010            ","41101010            ","41101010            ","41101010            ","41101010            ","41101010            ","41101               ","4110                ","41                  ","4                   ","P |01|AK5200||22022"
"41101               ","2","P |01|CT1200||41101011","P |01|CT1200||41101011","P |01|CT1200||41101011","P |01|CT1200||41101011","P |01|CT1200||41101011","P |01|CT1200||41101011","P |01|CT1200||41101011","P |01|CT1200||41101","P |01|CT1200||4110","P |01|CT1200||41","P |01|CT1200||4","DESPESAS COM AGUA MINERAL               ","DESPESAS COM AGUA MINERAL               ","DESPESAS COM AGUA MINERAL               ","DESPESAS COM AGUA MINERAL               ","DESPESAS COM AGUA MINERAL               ","DESPESAS COM AGUA MINERAL               ","DESPESAS COM AGUA MINERAL               ","SUPRIMENTOS                             ","SUPRIMENTOS                             ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41101011            ","41101011            ","41101011            ","41101011            ","41101011            ","41101011            ","41101011            ","41101               ","4110                ","41                  ","4                   ","P |01|AK5200||22021"
"4111                ","1","P |01|CT1200||41111","P |01|CT1200||41111","P |01|CT1200||41111","P |01|CT1200||41111","P |01|CT1200||41111","P |01|CT1200||41111","P |01|CT1200||41111","P |01|CT1200||41111","P |01|CT1200||4111","P |01|CT1200||41","P |01|CT1200||4","DESPESAS CARTORARIA                     ","DESPESAS CARTORARIA                     ","DESPESAS CARTORARIA                     ","DESPESAS CARTORARIA                     ","DESPESAS CARTORARIA                     ","DESPESAS CARTORARIA                     ","DESPESAS CARTORARIA                     ","DESPESAS CARTORARIA                     ","DESPESAS CARTORARIA                     ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41111               ","41111               ","41111               ","41111               ","41111               ","41111               ","41111               ","41111               ","4111                ","41                  ","4                   ","P |01|AK5200||"
"41111               ","2","P |01|CT1200||41111001","P |01|CT1200||41111001","P |01|CT1200||41111001","P |01|CT1200||41111001","P |01|CT1200||41111001","P |01|CT1200||41111001","P |01|CT1200||41111001","P |01|CT1200||41111","P |01|CT1200||4111","P |01|CT1200||41","P |01|CT1200||4","DESPESAS CARTORARIAS                    ","DESPESAS CARTORARIAS                    ","DESPESAS CARTORARIAS                    ","DESPESAS CARTORARIAS                    ","DESPESAS CARTORARIAS                    ","DESPESAS CARTORARIAS                    ","DESPESAS CARTORARIAS                    ","DESPESAS CARTORARIA                     ","DESPESAS CARTORARIA                     ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41111001            ","41111001            ","41111001            ","41111001            ","41111001            ","41111001            ","41111001            ","41111               ","4111                ","41                  ","4                   ","P |01|AK5200||22032"
"4112                ","1","P |01|CT1200||41121","P |01|CT1200||41121","P |01|CT1200||41121","P |01|CT1200||41121","P |01|CT1200||41121","P |01|CT1200||41121","P |01|CT1200||41121","P |01|CT1200||41121","P |01|CT1200||4112","P |01|CT1200||41","P |01|CT1200||4","OUTRAS DESPESAS OPERACIONAIS            ","OUTRAS DESPESAS OPERACIONAIS            ","OUTRAS DESPESAS OPERACIONAIS            ","OUTRAS DESPESAS OPERACIONAIS            ","OUTRAS DESPESAS OPERACIONAIS            ","OUTRAS DESPESAS OPERACIONAIS            ","OUTRAS DESPESAS OPERACIONAIS            ","OUTRAS DESPESAS OPERACIONAIS            ","OUTRAS DESPESAS OPERACIONAIS            ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41121               ","41121               ","41121               ","41121               ","41121               ","41121               ","41121               ","41121               ","4112                ","41                  ","4                   ","P |01|AK5200||"
"41121               ","2","P |01|CT1200||41121001","P |01|CT1200||41121001","P |01|CT1200||41121001","P |01|CT1200||41121001","P |01|CT1200||41121001","P |01|CT1200||41121001","P |01|CT1200||41121001","P |01|CT1200||41121","P |01|CT1200||4112","P |01|CT1200||41","P |01|CT1200||4","INDENIZACOES JUDICIAIS - CIVIL          ","INDENIZACOES JUDICIAIS - CIVIL          ","INDENIZACOES JUDICIAIS - CIVIL          ","INDENIZACOES JUDICIAIS - CIVIL          ","INDENIZACOES JUDICIAIS - CIVIL          ","INDENIZACOES JUDICIAIS - CIVIL          ","INDENIZACOES JUDICIAIS - CIVIL          ","OUTRAS DESPESAS OPERACIONAIS            ","OUTRAS DESPESAS OPERACIONAIS            ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41121001            ","41121001            ","41121001            ","41121001            ","41121001            ","41121001            ","41121001            ","41121               ","4112                ","41                  ","4                   ","P |01|AK5200||"
"41121               ","2","P |01|CT1200||41121001","P |01|CT1200||41121001","P |01|CT1200||41121001","P |01|CT1200||41121001","P |01|CT1200||41121001","P |01|CT1200||41121001","P |01|CT1200||41121001","P |01|CT1200||41121001","P |01|CT1200||41121","P |01|CT1200||41","P |01|CT1200||4","INDENIZACOES JUDICIAIS - CIVIL          ","INDENIZACOES JUDICIAIS - CIVIL          ","INDENIZACOES JUDICIAIS - CIVIL          ","INDENIZACOES JUDICIAIS - CIVIL          ","INDENIZACOES JUDICIAIS - CIVIL          ","INDENIZACOES JUDICIAIS - CIVIL          ","INDENIZACOES JUDICIAIS - CIVIL          ","INDENIZACOES JUDICIAIS - CIVIL          ","OUTRAS DESPESAS OPERACIONAIS            ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41121001            ","41121001            ","41121001            ","41121001            ","41121001            ","41121001            ","41121001            ","41121001            ","41121               ","41                  ","4                   ","P |01|AK5200||"
"41121               ","2","P |01|CT1200||41121002","P |01|CT1200||41121002","P |01|CT1200||41121002","P |01|CT1200||41121002","P |01|CT1200||41121002","P |01|CT1200||41121002","P |01|CT1200||41121002","P |01|CT1200||41121","P |01|CT1200||4112","P |01|CT1200||41","P |01|CT1200||4","INDENIZACOES/ACOES TRABALHISTAS         ","INDENIZACOES/ACOES TRABALHISTAS         ","INDENIZACOES/ACOES TRABALHISTAS         ","INDENIZACOES/ACOES TRABALHISTAS         ","INDENIZACOES/ACOES TRABALHISTAS         ","INDENIZACOES/ACOES TRABALHISTAS         ","INDENIZACOES/ACOES TRABALHISTAS         ","OUTRAS DESPESAS OPERACIONAIS            ","OUTRAS DESPESAS OPERACIONAIS            ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41121002            ","41121002            ","41121002            ","41121002            ","41121002            ","41121002            ","41121002            ","41121               ","4112                ","41                  ","4                   ","P |01|AK5200||"
"41121               ","2","P |01|CT1200||41121002","P |01|CT1200||41121002","P |01|CT1200||41121002","P |01|CT1200||41121002","P |01|CT1200||41121002","P |01|CT1200||41121002","P |01|CT1200||41121002","P |01|CT1200||41121002","P |01|CT1200||41121","P |01|CT1200||41","P |01|CT1200||4","INDENIZACOES/ACOES TRABALHISTAS         ","INDENIZACOES/ACOES TRABALHISTAS         ","INDENIZACOES/ACOES TRABALHISTAS         ","INDENIZACOES/ACOES TRABALHISTAS         ","INDENIZACOES/ACOES TRABALHISTAS         ","INDENIZACOES/ACOES TRABALHISTAS         ","INDENIZACOES/ACOES TRABALHISTAS         ","INDENIZACOES/ACOES TRABALHISTAS         ","OUTRAS DESPESAS OPERACIONAIS            ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41121002            ","41121002            ","41121002            ","41121002            ","41121002            ","41121002            ","41121002            ","41121002            ","41121               ","41                  ","4                   ","P |01|AK5200||"
"41121               ","2","P |01|CT1200||41121003","P |01|CT1200||41121003","P |01|CT1200||41121003","P |01|CT1200||41121003","P |01|CT1200||41121003","P |01|CT1200||41121003","P |01|CT1200||41121003","P |01|CT1200||41121","P |01|CT1200||4112","P |01|CT1200||41","P |01|CT1200||4","DISTRATO COMERCIAL                      ","DISTRATO COMERCIAL                      ","DISTRATO COMERCIAL                      ","DISTRATO COMERCIAL                      ","DISTRATO COMERCIAL                      ","DISTRATO COMERCIAL                      ","DISTRATO COMERCIAL                      ","OUTRAS DESPESAS OPERACIONAIS            ","OUTRAS DESPESAS OPERACIONAIS            ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41121003            ","41121003            ","41121003            ","41121003            ","41121003            ","41121003            ","41121003            ","41121               ","4112                ","41                  ","4                   ","P |01|AK5200||"
"41121               ","2","P |01|CT1200||41121003","P |01|CT1200||41121003","P |01|CT1200||41121003","P |01|CT1200||41121003","P |01|CT1200||41121003","P |01|CT1200||41121003","P |01|CT1200||41121003","P |01|CT1200||41121003","P |01|CT1200||41121","P |01|CT1200||41","P |01|CT1200||4","DISTRATO COMERCIAL                      ","DISTRATO COMERCIAL                      ","DISTRATO COMERCIAL                      ","DISTRATO COMERCIAL                      ","DISTRATO COMERCIAL                      ","DISTRATO COMERCIAL                      ","DISTRATO COMERCIAL                      ","DISTRATO COMERCIAL                      ","OUTRAS DESPESAS OPERACIONAIS            ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41121003            ","41121003            ","41121003            ","41121003            ","41121003            ","41121003            ","41121003            ","41121003            ","41121               ","41                  ","4                   ","P |01|AK5200||"
"41121               ","2","P |01|CT1200||41121004","P |01|CT1200||41121004","P |01|CT1200||41121004","P |01|CT1200||41121004","P |01|CT1200||41121004","P |01|CT1200||41121004","P |01|CT1200||41121004","P |01|CT1200||41121","P |01|CT1200||4112","P |01|CT1200||41","P |01|CT1200||4","DESPESAS COM FRANQUEADORA-OUTRAS        ","DESPESAS COM FRANQUEADORA-OUTRAS        ","DESPESAS COM FRANQUEADORA-OUTRAS        ","DESPESAS COM FRANQUEADORA-OUTRAS        ","DESPESAS COM FRANQUEADORA-OUTRAS        ","DESPESAS COM FRANQUEADORA-OUTRAS        ","DESPESAS COM FRANQUEADORA-OUTRAS        ","OUTRAS DESPESAS OPERACIONAIS            ","OUTRAS DESPESAS OPERACIONAIS            ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41121004            ","41121004            ","41121004            ","41121004            ","41121004            ","41121004            ","41121004            ","41121               ","4112                ","41                  ","4                   ","P |01|AK5200||"
"41121               ","2","P |01|CT1200||41121004","P |01|CT1200||41121004","P |01|CT1200||41121004","P |01|CT1200||41121004","P |01|CT1200||41121004","P |01|CT1200||41121004","P |01|CT1200||41121004","P |01|CT1200||41121004","P |01|CT1200||41121","P |01|CT1200||41","P |01|CT1200||4","DESPESAS COM FRANQUEADORA-OUTRAS        ","DESPESAS COM FRANQUEADORA-OUTRAS        ","DESPESAS COM FRANQUEADORA-OUTRAS        ","DESPESAS COM FRANQUEADORA-OUTRAS        ","DESPESAS COM FRANQUEADORA-OUTRAS        ","DESPESAS COM FRANQUEADORA-OUTRAS        ","DESPESAS COM FRANQUEADORA-OUTRAS        ","DESPESAS COM FRANQUEADORA-OUTRAS        ","OUTRAS DESPESAS OPERACIONAIS            ","DESPEAS OPERACIONAIS                    ","DESPESAS                                ","41121004            ","41121004            ","41121004            ","41121004            ","41121004            ","41121004            ","41121004            ","41121004            ","41121               ","41                  ","4                   ","P |01|AK5200||"
